cls,xmin,ymin,xmax,ymax,name
14.0,124.0,138.0,219.0,293.0,2011_005705.xml
14.0,57.0,94.0,152.0,338.0,2011_005705.xml
14.0,85.0,100.0,273.0,374.0,2011_005706.xml
14.0,233.0,47.0,453.0,374.0,2011_005706.xml
14.0,333.0,99.0,499.0,306.0,2011_005706.xml
14.0,224.0,62.0,274.0,139.0,2011_005706.xml
14.0,169.0,87.0,249.0,227.0,2011_005708.xml
14.0,130.0,123.0,249.0,499.0,2011_005709.xml
14.0,283.0,13.0,499.0,374.0,2011_005714.xml
14.0,121.0,16.0,361.0,374.0,2011_005716.xml
14.0,33.0,0.0,315.0,474.0,2011_005719.xml
14.0,106.0,0.0,339.0,332.0,2011_005720.xml
14.0,99.0,129.0,140.0,242.0,2011_005721.xml
14.0,68.0,85.0,340.0,456.0,2011_005722.xml
14.0,1.0,228.0,86.0,374.0,2011_005723.xml
14.0,184.0,150.0,251.0,349.0,2011_005724.xml
14.0,243.0,175.0,272.0,268.0,2011_005724.xml
14.0,312.0,142.0,363.0,325.0,2011_005724.xml
14.0,25.0,82.0,121.0,281.0,2011_005725.xml
14.0,194.0,103.0,253.0,262.0,2011_005725.xml
14.0,55.0,50.0,336.0,374.0,2011_005726.xml
14.0,25.0,43.0,168.0,473.0,2011_005727.xml
14.0,195.0,52.0,289.0,452.0,2011_005727.xml
14.0,71.0,30.0,372.0,374.0,2011_005728.xml
14.0,0.0,0.0,208.0,374.0,2011_005731.xml
14.0,301.0,65.0,473.0,368.0,2011_005731.xml
14.0,76.0,71.0,306.0,499.0,2011_005732.xml
14.0,170.0,60.0,406.0,254.0,2011_005740.xml
14.0,116.0,101.0,257.0,449.0,2011_005743.xml
14.0,100.0,171.0,223.0,417.0,2011_005747.xml
14.0,116.0,52.0,220.0,213.0,2011_005750.xml
14.0,347.0,80.0,461.0,303.0,2011_005751.xml
14.0,255.0,116.0,371.0,321.0,2011_005751.xml
14.0,218.0,91.0,319.0,307.0,2011_005751.xml
14.0,150.0,106.0,235.0,290.0,2011_005751.xml
14.0,103.0,114.0,202.0,276.0,2011_005751.xml
14.0,0.0,47.0,128.0,391.0,2011_005752.xml
14.0,353.0,37.0,483.0,288.0,2011_005753.xml
14.0,20.0,34.0,129.0,283.0,2011_005753.xml
14.0,107.0,87.0,294.0,412.0,2011_005756.xml
14.0,154.0,58.0,203.0,185.0,2011_005757.xml
14.0,243.0,40.0,369.0,293.0,2011_005758.xml
14.0,169.0,107.0,381.0,332.0,2011_005762.xml
14.0,158.0,79.0,360.0,255.0,2011_005763.xml
14.0,206.0,110.0,333.0,332.0,2011_005767.xml
14.0,273.0,18.0,408.0,226.0,2011_005768.xml
14.0,124.0,95.0,312.0,353.0,2011_005769.xml
14.0,392.0,107.0,499.0,345.0,2011_005770.xml
14.0,214.0,52.0,312.0,349.0,2011_005771.xml
14.0,143.0,5.0,253.0,148.0,2011_005777.xml
14.0,62.0,82.0,327.0,332.0,2011_005778.xml
14.0,0.0,24.0,415.0,374.0,2011_005779.xml
14.0,251.0,139.0,407.0,374.0,2011_005780.xml
14.0,177.0,127.0,222.0,215.0,2011_005780.xml
14.0,350.0,85.0,499.0,332.0,2011_005785.xml
14.0,92.0,115.0,242.0,396.0,2011_005788.xml
14.0,163.0,15.0,320.0,315.0,2011_005789.xml
14.0,225.0,53.0,372.0,363.0,2011_005790.xml
14.0,183.0,193.0,274.0,352.0,2011_005791.xml
14.0,244.0,94.0,331.0,356.0,2011_005794.xml
14.0,73.0,121.0,240.0,325.0,2011_005795.xml
14.0,37.0,49.0,133.0,221.0,2011_005797.xml
14.0,311.0,60.0,398.0,149.0,2011_005797.xml
14.0,129.0,55.0,218.0,226.0,2011_005797.xml
14.0,0.0,12.0,375.0,306.0,2011_005799.xml
14.0,45.0,45.0,223.0,332.0,2011_005800.xml
14.0,127.0,66.0,238.0,366.0,2011_005801.xml
14.0,210.0,82.0,294.0,324.0,2011_005801.xml
14.0,64.0,129.0,258.0,446.0,2011_005804.xml
14.0,13.0,23.0,295.0,374.0,2011_005805.xml
14.0,153.0,189.0,228.0,367.0,2011_005806.xml
14.0,41.0,0.0,162.0,269.0,2011_005807.xml
14.0,188.0,352.0,264.0,419.0,2011_005810.xml
14.0,171.0,0.0,330.0,343.0,2011_005813.xml
14.0,158.0,121.0,312.0,363.0,2011_005817.xml
14.0,70.0,110.0,239.0,338.0,2011_005817.xml
14.0,350.0,129.0,481.0,374.0,2011_005817.xml
14.0,179.0,60.0,320.0,232.0,2011_005818.xml
14.0,279.0,158.0,381.0,338.0,2011_005820.xml
14.0,47.0,65.0,243.0,361.0,2011_005822.xml
14.0,170.0,103.0,242.0,171.0,2011_005823.xml
14.0,89.0,49.0,352.0,499.0,2011_005825.xml
14.0,138.0,138.0,338.0,312.0,2011_005826.xml
14.0,89.0,38.0,360.0,359.0,2011_005829.xml
14.0,74.0,121.0,199.0,224.0,2011_005830.xml
14.0,206.0,81.0,308.0,224.0,2011_005830.xml
14.0,132.0,177.0,221.0,423.0,2011_005832.xml
14.0,310.0,170.0,389.0,328.0,2011_005835.xml
14.0,44.0,228.0,75.0,295.0,2011_005835.xml
14.0,68.0,184.0,113.0,328.0,2011_005835.xml
14.0,125.0,121.0,284.0,449.0,2011_005836.xml
14.0,181.0,83.0,291.0,271.0,2011_005838.xml
14.0,144.0,101.0,374.0,466.0,2011_005843.xml
14.0,50.0,0.0,398.0,499.0,2011_005844.xml
14.0,336.0,0.0,499.0,374.0,2011_005845.xml
14.0,294.0,132.0,369.0,262.0,2011_005846.xml
14.0,201.0,135.0,256.0,262.0,2011_005846.xml
14.0,31.0,49.0,300.0,376.0,2011_005847.xml
14.0,282.0,68.0,499.0,376.0,2011_005847.xml
14.0,183.0,120.0,324.0,247.0,2011_005850.xml
14.0,297.0,83.0,395.0,203.0,2011_005850.xml
14.0,360.0,100.0,471.0,373.0,2011_005852.xml
14.0,182.0,223.0,247.0,294.0,2011_005856.xml
14.0,220.0,125.0,277.0,261.0,2011_005857.xml
14.0,269.0,112.0,303.0,239.0,2011_005860.xml
14.0,0.0,99.0,272.0,374.0,2011_005861.xml
14.0,77.0,35.0,383.0,325.0,2011_005863.xml
14.0,209.0,108.0,273.0,333.0,2011_005864.xml
14.0,204.0,10.0,310.0,244.0,2011_005865.xml
14.0,40.0,191.0,154.0,376.0,2011_005866.xml
14.0,212.0,261.0,324.0,401.0,2011_005866.xml
14.0,185.0,197.0,273.0,352.0,2011_005866.xml
14.0,283.0,84.0,437.0,382.0,2011_005867.xml
14.0,54.0,8.0,322.0,331.0,2011_005868.xml
14.0,91.0,104.0,351.0,499.0,2011_005869.xml
14.0,213.0,112.0,316.0,261.0,2011_005872.xml
14.0,133.0,93.0,488.0,332.0,2011_005875.xml
14.0,176.0,55.0,327.0,283.0,2011_005876.xml
14.0,170.0,174.0,272.0,355.0,2011_005877.xml
14.0,57.0,23.0,148.0,280.0,2011_005877.xml
14.0,284.0,224.0,319.0,355.0,2011_005879.xml
14.0,117.0,35.0,361.0,399.0,2011_005880.xml
14.0,308.0,177.0,349.0,236.0,2011_005881.xml
14.0,215.0,126.0,242.0,173.0,2011_005884.xml
14.0,8.0,112.0,74.0,250.0,2011_005886.xml
14.0,247.0,131.0,331.0,299.0,2011_005889.xml
14.0,414.0,150.0,439.0,204.0,2011_005889.xml
14.0,63.0,133.0,212.0,499.0,2011_005890.xml
14.0,124.0,18.0,248.0,396.0,2011_005890.xml
14.0,138.0,62.0,273.0,269.0,2011_005893.xml
14.0,244.0,44.0,470.0,331.0,2011_005895.xml
14.0,223.0,87.0,313.0,273.0,2011_005896.xml
14.0,126.0,135.0,222.0,296.0,2011_005898.xml
14.0,161.0,77.0,400.0,374.0,2011_005900.xml
14.0,239.0,187.0,280.0,269.0,2011_005901.xml
14.0,24.0,95.0,130.0,355.0,2011_005902.xml
14.0,190.0,36.0,244.0,224.0,2011_005903.xml
14.0,324.0,54.0,444.0,374.0,2011_005904.xml
14.0,179.0,16.0,248.0,224.0,2011_005905.xml
14.0,266.0,45.0,306.0,136.0,2011_005905.xml
14.0,34.0,157.0,142.0,307.0,2011_005906.xml
14.0,283.0,129.0,381.0,374.0,2011_005906.xml
14.0,123.0,11.0,336.0,374.0,2011_005907.xml
14.0,95.0,139.0,145.0,219.0,2011_005908.xml
14.0,74.0,147.0,108.0,219.0,2011_005908.xml
14.0,212.0,104.0,425.0,374.0,2011_005909.xml
14.0,175.0,143.0,376.0,374.0,2011_005910.xml
14.0,116.0,15.0,374.0,499.0,2011_005911.xml
14.0,192.0,29.0,321.0,372.0,2011_005913.xml
14.0,364.0,85.0,477.0,359.0,2011_005914.xml
14.0,246.0,161.0,319.0,326.0,2011_005914.xml
14.0,145.0,176.0,219.0,322.0,2011_005914.xml
14.0,46.0,120.0,300.0,388.0,2011_005915.xml
14.0,0.0,11.0,175.0,346.0,2011_005916.xml
14.0,187.0,104.0,373.0,499.0,2011_005916.xml
14.0,121.0,192.0,174.0,268.0,2011_005918.xml
14.0,9.0,39.0,266.0,322.0,2011_005920.xml
14.0,199.0,20.0,311.0,258.0,2011_005920.xml
14.0,302.0,17.0,421.0,322.0,2011_005920.xml
14.0,22.0,9.0,98.0,61.0,2011_005920.xml
14.0,103.0,155.0,181.0,321.0,2011_005922.xml
14.0,53.0,147.0,110.0,300.0,2011_005922.xml
14.0,0.0,0.0,499.0,373.0,2011_005925.xml
14.0,197.0,64.0,266.0,211.0,2011_005926.xml
14.0,65.0,135.0,374.0,499.0,2011_005928.xml
14.0,131.0,96.0,242.0,293.0,2011_005929.xml
14.0,227.0,79.0,327.0,315.0,2011_005930.xml
14.0,112.0,6.0,439.0,332.0,2011_005933.xml
14.0,164.0,94.0,209.0,179.0,2011_005934.xml
14.0,109.0,2.0,257.0,269.0,2011_005935.xml
14.0,316.0,221.0,418.0,374.0,2011_005935.xml
14.0,215.0,127.0,274.0,229.0,2011_005936.xml
14.0,234.0,136.0,279.0,217.0,2011_005938.xml
14.0,363.0,198.0,396.0,245.0,2011_005939.xml
14.0,277.0,194.0,300.0,238.0,2011_005939.xml
14.0,127.0,200.0,305.0,341.0,2011_005940.xml
14.0,144.0,162.0,256.0,424.0,2011_005942.xml
14.0,197.0,185.0,395.0,339.0,2011_005943.xml
14.0,427.0,181.0,499.0,337.0,2011_005943.xml
14.0,24.0,35.0,181.0,374.0,2011_005946.xml
14.0,72.0,173.0,201.0,436.0,2011_005947.xml
14.0,127.0,80.0,498.0,374.0,2011_005948.xml
14.0,251.0,149.0,318.0,341.0,2011_005949.xml
14.0,52.0,58.0,112.0,247.0,2011_005950.xml
14.0,159.0,70.0,229.0,247.0,2011_005950.xml
14.0,177.0,34.0,358.0,229.0,2011_005950.xml
14.0,378.0,75.0,463.0,205.0,2011_005950.xml
14.0,194.0,180.0,220.0,242.0,2011_005951.xml
14.0,2.0,16.0,374.0,499.0,2011_005952.xml
14.0,287.0,358.0,317.0,437.0,2011_005953.xml
14.0,102.0,342.0,134.0,442.0,2011_005953.xml
14.0,186.0,22.0,373.0,151.0,2011_005954.xml
14.0,269.0,107.0,435.0,291.0,2011_005959.xml
14.0,245.0,39.0,352.0,260.0,2011_005963.xml
14.0,0.0,83.0,374.0,499.0,2011_005966.xml
14.0,237.0,136.0,282.0,223.0,2011_005967.xml
14.0,5.0,33.0,332.0,499.0,2011_005968.xml
14.0,224.0,279.0,242.0,322.0,2011_005970.xml
14.0,239.0,279.0,256.0,321.0,2011_005970.xml
14.0,151.0,51.0,259.0,349.0,2011_005971.xml
14.0,266.0,33.0,331.0,149.0,2011_005972.xml
14.0,288.0,176.0,344.0,254.0,2011_005975.xml
14.0,134.0,193.0,218.0,404.0,2011_005976.xml
14.0,284.0,195.0,365.0,392.0,2011_005976.xml
14.0,154.0,90.0,376.0,339.0,2011_005977.xml
14.0,172.0,115.0,263.0,327.0,2011_005978.xml
14.0,6.0,17.0,302.0,304.0,2011_005980.xml
14.0,284.0,102.0,355.0,229.0,2011_005983.xml
14.0,96.0,36.0,264.0,469.0,2011_005984.xml
14.0,70.0,37.0,179.0,179.0,2011_005990.xml
14.0,80.0,187.0,128.0,329.0,2011_005991.xml
14.0,95.0,122.0,499.0,374.0,2011_005993.xml
14.0,115.0,26.0,265.0,348.0,2011_005994.xml
14.0,327.0,188.0,469.0,374.0,2011_005997.xml
14.0,173.0,144.0,264.0,234.0,2011_005997.xml
14.0,131.0,57.0,266.0,332.0,2011_005998.xml
14.0,217.0,61.0,283.0,250.0,2011_006000.xml
14.0,218.0,88.0,291.0,236.0,2011_006003.xml
14.0,131.0,76.0,499.0,350.0,2011_006004.xml
14.0,341.0,102.0,396.0,164.0,2011_006006.xml
14.0,132.0,32.0,249.0,234.0,2011_006007.xml
14.0,248.0,24.0,367.0,214.0,2011_006007.xml
14.0,18.0,85.0,75.0,168.0,2011_006007.xml
14.0,253.0,36.0,407.0,333.0,2011_006008.xml
14.0,148.0,126.0,374.0,374.0,2011_006013.xml
14.0,8.0,37.0,203.0,499.0,2011_006015.xml
14.0,223.0,29.0,316.0,205.0,2011_006017.xml
14.0,208.0,0.0,499.0,374.0,2011_006018.xml
14.0,0.0,0.0,210.0,374.0,2011_006018.xml
14.0,123.0,31.0,289.0,339.0,2011_006019.xml
14.0,40.0,87.0,151.0,318.0,2011_006020.xml
14.0,80.0,71.0,199.0,224.0,2011_006021.xml
14.0,183.0,136.0,251.0,309.0,2011_006022.xml
14.0,74.0,151.0,257.0,485.0,2011_006025.xml
14.0,304.0,191.0,363.0,356.0,2011_006028.xml
14.0,41.0,42.0,235.0,312.0,2011_006029.xml
14.0,215.0,12.0,450.0,322.0,2011_006029.xml
14.0,140.0,74.0,207.0,142.0,2011_006034.xml
14.0,137.0,86.0,234.0,320.0,2011_006036.xml
14.0,36.0,213.0,76.0,283.0,2011_006039.xml
14.0,165.0,229.0,194.0,278.0,2011_006039.xml
14.0,210.0,241.0,235.0,284.0,2011_006039.xml
14.0,193.0,238.0,214.0,283.0,2011_006039.xml
14.0,204.0,122.0,370.0,496.0,2011_006044.xml
14.0,2.0,11.0,278.0,320.0,2011_006046.xml
14.0,68.0,95.0,248.0,280.0,2011_006051.xml
14.0,159.0,44.0,316.0,331.0,2011_006053.xml
14.0,81.0,115.0,345.0,499.0,2011_006054.xml
14.0,185.0,51.0,234.0,144.0,2011_006057.xml
14.0,204.0,4.0,404.0,361.0,2011_006058.xml
14.0,19.0,20.0,344.0,374.0,2011_006060.xml
14.0,2.0,88.0,287.0,499.0,2011_006063.xml
14.0,120.0,49.0,409.0,374.0,2011_006065.xml
14.0,131.0,139.0,331.0,256.0,2011_006066.xml
14.0,186.0,116.0,219.0,172.0,2011_006068.xml
14.0,242.0,49.0,323.0,204.0,2011_006072.xml
14.0,108.0,93.0,344.0,312.0,2011_006073.xml
14.0,220.0,98.0,499.0,275.0,2011_006084.xml
14.0,98.0,116.0,247.0,293.0,2011_006087.xml
14.0,326.0,58.0,389.0,261.0,2011_006087.xml
14.0,264.0,68.0,325.0,259.0,2011_006087.xml
14.0,167.0,64.0,215.0,261.0,2011_006087.xml
14.0,217.0,61.0,271.0,262.0,2011_006087.xml
14.0,156.0,66.0,241.0,282.0,2011_006090.xml
14.0,348.0,181.0,467.0,374.0,2011_006092.xml
14.0,334.0,87.0,440.0,220.0,2011_006095.xml
14.0,106.0,108.0,306.0,473.0,2011_006098.xml
14.0,0.0,148.0,95.0,334.0,2011_006098.xml
14.0,226.0,159.0,291.0,347.0,2011_006098.xml
14.0,160.0,159.0,228.0,428.0,2011_006099.xml
14.0,143.0,67.0,215.0,269.0,2011_006100.xml
14.0,31.0,104.0,235.0,499.0,2011_006101.xml
14.0,215.0,150.0,249.0,216.0,2011_006102.xml
14.0,83.0,174.0,247.0,374.0,2011_006104.xml
14.0,135.0,34.0,212.0,204.0,2011_006107.xml
14.0,36.0,2.0,87.0,99.0,2011_006107.xml
14.0,177.0,155.0,342.0,277.0,2011_006111.xml
14.0,16.0,19.0,433.0,359.0,2011_006115.xml
14.0,298.0,66.0,485.0,287.0,2011_006115.xml
14.0,100.0,129.0,326.0,499.0,2011_006118.xml
14.0,0.0,0.0,320.0,499.0,2011_006121.xml
14.0,105.0,59.0,285.0,499.0,2011_006126.xml
14.0,233.0,97.0,420.0,331.0,2011_006128.xml
14.0,0.0,62.0,245.0,331.0,2011_006128.xml
14.0,311.0,62.0,411.0,201.0,2011_006132.xml
14.0,57.0,19.0,163.0,200.0,2011_006134.xml
14.0,214.0,42.0,271.0,179.0,2011_006134.xml
14.0,390.0,143.0,469.0,314.0,2011_006135.xml
14.0,165.0,65.0,493.0,374.0,2011_006136.xml
14.0,12.0,195.0,251.0,374.0,2011_006139.xml
14.0,253.0,42.0,399.0,374.0,2011_006141.xml
14.0,60.0,44.0,278.0,499.0,2011_006142.xml
14.0,399.0,23.0,486.0,226.0,2011_006146.xml
14.0,0.0,42.0,55.0,239.0,2011_006146.xml
14.0,19.0,31.0,353.0,374.0,2011_006147.xml
14.0,302.0,92.0,449.0,341.0,2011_006148.xml
14.0,64.0,10.0,499.0,331.0,2011_006149.xml
14.0,33.0,58.0,312.0,405.0,2011_006150.xml
14.0,265.0,124.0,398.0,328.0,2011_006151.xml
14.0,70.0,85.0,307.0,397.0,2011_006153.xml
14.0,183.0,74.0,266.0,284.0,2011_006155.xml
14.0,3.0,100.0,369.0,499.0,2011_006157.xml
14.0,103.0,105.0,226.0,265.0,2011_006159.xml
14.0,0.0,95.0,374.0,499.0,2011_006161.xml
14.0,4.0,11.0,350.0,306.0,2011_006162.xml
14.0,0.0,37.0,495.0,374.0,2011_006165.xml
14.0,193.0,111.0,315.0,255.0,2011_006166.xml
14.0,115.0,18.0,474.0,369.0,2011_006169.xml
14.0,171.0,60.0,253.0,251.0,2011_006171.xml
14.0,103.0,2.0,273.0,393.0,2011_006173.xml
14.0,67.0,76.0,347.0,374.0,2011_006175.xml
14.0,251.0,100.0,463.0,374.0,2011_006175.xml
14.0,32.0,120.0,262.0,473.0,2011_006177.xml
14.0,107.0,127.0,181.0,238.0,2011_006181.xml
14.0,450.0,150.0,483.0,204.0,2011_006183.xml
14.0,37.0,21.0,194.0,383.0,2011_006184.xml
14.0,211.0,58.0,499.0,374.0,2011_006187.xml
14.0,146.0,174.0,242.0,374.0,2011_006187.xml
14.0,202.0,0.0,398.0,299.0,2011_006188.xml
14.0,2.0,55.0,415.0,368.0,2011_006190.xml
14.0,233.0,151.0,300.0,288.0,2011_006192.xml
14.0,76.0,1.0,242.0,499.0,2011_006193.xml
14.0,120.0,4.0,263.0,374.0,2011_006196.xml
14.0,23.0,99.0,287.0,421.0,2011_006197.xml
14.0,155.0,41.0,318.0,389.0,2011_006199.xml
14.0,0.0,27.0,200.0,303.0,2011_006199.xml
14.0,0.0,88.0,199.0,374.0,2011_006200.xml
14.0,118.0,167.0,210.0,431.0,2011_006203.xml
14.0,62.0,196.0,121.0,342.0,2011_006203.xml
14.0,80.0,160.0,318.0,494.0,2011_006204.xml
14.0,377.0,185.0,460.0,313.0,2011_006205.xml
14.0,90.0,195.0,106.0,233.0,2011_006205.xml
14.0,45.0,194.0,62.0,233.0,2011_006205.xml
14.0,55.0,190.0,183.0,374.0,2011_006211.xml
14.0,162.0,14.0,404.0,374.0,2011_006213.xml
14.0,107.0,115.0,488.0,374.0,2011_006217.xml
14.0,182.0,103.0,294.0,254.0,2011_006218.xml
14.0,0.0,0.0,278.0,323.0,2011_006219.xml
14.0,63.0,67.0,115.0,215.0,2011_006221.xml
14.0,198.0,202.0,344.0,323.0,2011_006226.xml
14.0,69.0,188.0,199.0,323.0,2011_006226.xml
14.0,0.0,154.0,30.0,220.0,2011_006226.xml
14.0,194.0,127.0,225.0,181.0,2011_006226.xml
14.0,56.0,123.0,105.0,188.0,2011_006226.xml
14.0,235.0,114.0,272.0,163.0,2011_006226.xml
14.0,133.0,143.0,460.0,499.0,2011_006230.xml
14.0,241.0,121.0,499.0,374.0,2011_006231.xml
14.0,195.0,70.0,325.0,271.0,2011_006234.xml
14.0,293.0,0.0,499.0,371.0,2011_006235.xml
14.0,28.0,268.0,79.0,364.0,2011_006237.xml
14.0,197.0,310.0,247.0,355.0,2011_006237.xml
14.0,192.0,101.0,279.0,376.0,2011_006239.xml
14.0,210.0,108.0,309.0,336.0,2011_006242.xml
14.0,129.0,92.0,307.0,324.0,2011_006245.xml
14.0,74.0,27.0,313.0,374.0,2011_006249.xml
14.0,118.0,72.0,252.0,457.0,2011_006251.xml
14.0,293.0,63.0,354.0,215.0,2011_006254.xml
14.0,205.0,124.0,281.0,218.0,2011_006255.xml
14.0,361.0,132.0,490.0,332.0,2011_006256.xml
14.0,66.0,107.0,231.0,331.0,2011_006256.xml
14.0,274.0,115.0,441.0,332.0,2011_006256.xml
14.0,218.0,79.0,313.0,332.0,2011_006256.xml
14.0,148.0,118.0,235.0,332.0,2011_006256.xml
14.0,76.0,115.0,288.0,479.0,2011_006257.xml
14.0,362.0,171.0,430.0,278.0,2011_006262.xml
14.0,443.0,170.0,472.0,262.0,2011_006262.xml
14.0,0.0,126.0,310.0,499.0,2011_006263.xml
14.0,223.0,238.0,374.0,499.0,2011_006263.xml
14.0,197.0,52.0,365.0,332.0,2011_006266.xml
14.0,222.0,135.0,277.0,286.0,2011_006267.xml
14.0,220.0,76.0,356.0,374.0,2011_006270.xml
14.0,135.0,26.0,342.0,238.0,2011_006271.xml
14.0,171.0,36.0,414.0,359.0,2011_006274.xml
14.0,136.0,86.0,360.0,326.0,2011_006279.xml
14.0,149.0,234.0,213.0,452.0,2011_006280.xml
14.0,47.0,236.0,119.0,431.0,2011_006280.xml
14.0,254.0,210.0,312.0,393.0,2011_006280.xml
14.0,197.0,166.0,228.0,280.0,2011_006283.xml
14.0,161.0,201.0,331.0,481.0,2011_006285.xml
14.0,0.0,236.0,200.0,448.0,2011_006285.xml
14.0,103.0,140.0,261.0,356.0,2011_006285.xml
14.0,80.0,157.0,154.0,421.0,2011_006285.xml
14.0,130.0,70.0,499.0,374.0,2011_006287.xml
14.0,120.0,91.0,169.0,175.0,2011_006288.xml
14.0,242.0,90.0,342.0,348.0,2011_006289.xml
14.0,31.0,103.0,106.0,345.0,2011_006289.xml
14.0,147.0,111.0,212.0,289.0,2011_006289.xml
14.0,403.0,91.0,488.0,345.0,2011_006289.xml
14.0,142.0,249.0,332.0,499.0,2011_006290.xml
14.0,81.0,27.0,223.0,263.0,2011_006291.xml
14.0,76.0,58.0,193.0,238.0,2011_006292.xml
14.0,395.0,154.0,459.0,262.0,2011_006293.xml
14.0,45.0,173.0,130.0,268.0,2011_006293.xml
14.0,80.0,76.0,239.0,382.0,2011_006294.xml
14.0,0.0,0.0,493.0,374.0,2011_006295.xml
14.0,300.0,143.0,378.0,265.0,2011_006296.xml
14.0,198.0,8.0,299.0,171.0,2011_006297.xml
14.0,99.0,46.0,271.0,245.0,2011_006298.xml
14.0,14.0,0.0,277.0,319.0,2011_006299.xml
14.0,367.0,165.0,477.0,266.0,2011_006299.xml
14.0,8.0,0.0,499.0,330.0,2011_006300.xml
14.0,170.0,130.0,464.0,374.0,2011_006301.xml
14.0,251.0,53.0,468.0,301.0,2011_006304.xml
14.0,207.0,56.0,222.0,95.0,2011_006304.xml
14.0,197.0,28.0,247.0,149.0,2011_006308.xml
14.0,191.0,125.0,401.0,258.0,2011_006310.xml
14.0,117.0,103.0,329.0,187.0,2011_006310.xml
14.0,48.0,160.0,242.0,472.0,2011_006311.xml
14.0,313.0,235.0,393.0,374.0,2011_006313.xml
14.0,0.0,0.0,374.0,499.0,2011_006315.xml
14.0,129.0,168.0,173.0,278.0,2011_006316.xml
14.0,95.0,156.0,154.0,273.0,2011_006316.xml
14.0,406.0,185.0,439.0,283.0,2011_006316.xml
14.0,371.0,189.0,410.0,291.0,2011_006316.xml
14.0,347.0,179.0,379.0,287.0,2011_006316.xml
14.0,107.0,134.0,148.0,262.0,2011_006319.xml
14.0,154.0,66.0,345.0,351.0,2011_006320.xml
14.0,292.0,38.0,342.0,169.0,2011_006321.xml
14.0,191.0,76.0,370.0,269.0,2011_006322.xml
14.0,230.0,13.0,280.0,104.0,2011_006325.xml
14.0,44.0,48.0,249.0,374.0,2011_006328.xml
14.0,241.0,109.0,407.0,374.0,2011_006328.xml
14.0,84.0,8.0,104.0,51.0,2011_006329.xml
14.0,263.0,74.0,353.0,227.0,2011_006330.xml
14.0,305.0,51.0,460.0,329.0,2011_006330.xml
14.0,424.0,68.0,497.0,213.0,2011_006330.xml
14.0,218.0,79.0,266.0,247.0,2011_006330.xml
14.0,133.0,196.0,184.0,292.0,2011_006331.xml
14.0,237.0,211.0,259.0,245.0,2011_006331.xml
14.0,351.0,110.0,395.0,248.0,2011_006332.xml
14.0,273.0,113.0,308.0,227.0,2011_006332.xml
14.0,177.0,108.0,210.0,196.0,2011_006332.xml
14.0,81.0,115.0,116.0,206.0,2011_006332.xml
14.0,7.0,55.0,283.0,331.0,2011_006333.xml
14.0,306.0,61.0,440.0,288.0,2011_006338.xml
14.0,410.0,68.0,476.0,195.0,2011_006338.xml
14.0,206.0,0.0,345.0,254.0,2011_006339.xml
14.0,20.0,54.0,104.0,174.0,2011_006339.xml
14.0,153.0,64.0,382.0,302.0,2011_006341.xml
14.0,41.0,105.0,336.0,374.0,2011_006342.xml
14.0,131.0,114.0,258.0,279.0,2011_006343.xml
14.0,291.0,137.0,405.0,313.0,2011_006343.xml
14.0,116.0,34.0,145.0,103.0,2011_006351.xml
14.0,108.0,124.0,207.0,305.0,2011_006352.xml
14.0,123.0,48.0,183.0,201.0,2011_006355.xml
14.0,0.0,113.0,134.0,364.0,2011_006359.xml
14.0,0.0,143.0,246.0,499.0,2011_006361.xml
14.0,79.0,93.0,351.0,408.0,2011_006362.xml
14.0,153.0,126.0,239.0,273.0,2011_006363.xml
14.0,61.0,39.0,221.0,326.0,2011_006367.xml
14.0,83.0,68.0,197.0,295.0,2011_006368.xml
14.0,187.0,199.0,229.0,326.0,2011_006375.xml
14.0,216.0,20.0,389.0,374.0,2011_006376.xml
14.0,0.0,102.0,202.0,374.0,2011_006376.xml
14.0,423.0,133.0,499.0,266.0,2011_006379.xml
14.0,218.0,100.0,288.0,329.0,2011_006380.xml
14.0,201.0,122.0,252.0,212.0,2011_006381.xml
14.0,136.0,76.0,351.0,346.0,2011_006382.xml
14.0,83.0,111.0,254.0,233.0,2011_006384.xml
14.0,189.0,387.0,226.0,491.0,2011_006385.xml
14.0,205.0,86.0,401.0,313.0,2011_006386.xml
14.0,108.0,0.0,499.0,313.0,2011_006386.xml
14.0,0.0,15.0,361.0,499.0,2011_006387.xml
14.0,98.0,107.0,226.0,499.0,2011_006388.xml
14.0,417.0,82.0,492.0,236.0,2011_006389.xml
14.0,380.0,89.0,433.0,212.0,2011_006389.xml
14.0,323.0,143.0,372.0,246.0,2011_006390.xml
14.0,184.0,160.0,418.0,319.0,2011_006394.xml
14.0,77.0,19.0,299.0,499.0,2011_006397.xml
14.0,113.0,305.0,192.0,403.0,2011_006398.xml
14.0,78.0,85.0,349.0,309.0,2011_006402.xml
14.0,363.0,107.0,396.0,182.0,2011_006404.xml
14.0,122.0,172.0,171.0,236.0,2011_006404.xml
14.0,176.0,59.0,369.0,374.0,2011_006406.xml
14.0,157.0,111.0,339.0,374.0,2011_006407.xml
14.0,202.0,87.0,289.0,321.0,2011_006408.xml
14.0,0.0,0.0,253.0,425.0,2011_006410.xml
14.0,0.0,172.0,57.0,374.0,2011_006412.xml
14.0,122.0,105.0,222.0,329.0,2011_006412.xml
14.0,292.0,110.0,396.0,302.0,2011_006412.xml
14.0,156.0,142.0,314.0,343.0,2011_006415.xml
14.0,336.0,244.0,367.0,314.0,2011_006416.xml
